,image_path,species
14402,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-39-03.JPG,bison
14403,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-39-10.JPG,bison
14404,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-39-19.JPG,bison
14405,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-39-27.JPG,bison
14406,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-39-38.JPG,bison
14407,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-39-57.JPG,bison
14408,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-40-09.JPG,bison
14409,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-40-20.JPG,bison
14410,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-40-36.JPG,bison
14411,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-40-47.JPG,bison
14412,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-40-57.JPG,bison
14413,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-41-17.JPG,bison
14414,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-42-07.JPG,bison
14415,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-42-56.JPG,bison
14416,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-45-15.JPG,bison
14417,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-45-23.JPG,bison
14418,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-46-00.JPG,bison
14419,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-46-18.JPG,bison
14420,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-47-39.JPG,bison
14421,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-50-27.JPG,bison
14422,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-52-54.JPG,bison
14423,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-54-18.JPG,bison
14424,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-54-31.JPG,bison
14425,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-54-45.JPG,bison
14426,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-54-53.JPG,bison
14427,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-55-05.JPG,bison
14428,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-56-40.JPG,bison
14429,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-57-04.JPG,bison
14430,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-57-11.JPG,bison
14431,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-58-14.JPG,bison
14432,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-59-02.JPG,bison
14433,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-59-41.JPG,bison
14434,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 03-59-51.JPG,bison
14435,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-00-17.JPG,bison
14436,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-00-26.JPG,bison
14437,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-00-50.JPG,bison
14438,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-01-08.JPG,bison
14439,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-01-51.JPG,bison
14440,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-02-18.JPG,bison
14441,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-03-43.JPG,bison
14442,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-04-09.JPG,bison
14443,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-04-51.JPG,bison
14444,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-05-14.JPG,bison
14445,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-08-12.JPG,bison
14446,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-08-20.JPG,bison
14447,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-09-09.JPG,bison
14448,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-09-43.JPG,bison
14449,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-11-26.JPG,bison
14450,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-12-04.JPG,bison
14451,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-12-28.JPG,bison
14452,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-12-36.JPG,bison
14453,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-13-19.JPG,bison
14454,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-13-29.JPG,bison
14455,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-14-06.JPG,bison
14456,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-14-15.JPG,bison
14457,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-18-47.JPG,bison
14458,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-18-58.JPG,bison
14459,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-19-13.JPG,bison
14460,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-19-30.JPG,bison
14461,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-19-45.JPG,bison
14462,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-19-54.JPG,bison
14463,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-20-04.JPG,bison
14464,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-20-12.JPG,bison
14465,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-20-21.JPG,bison
14466,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-21-32.JPG,bison
14467,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-22-19.JPG,bison
14468,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-22-31.JPG,bison
14469,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-22-44.JPG,bison
14470,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-23-03.JPG,bison
14471,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-23-13.JPG,bison
14472,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-23-32.JPG,bison
14473,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-23-50.JPG,bison
14474,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-23-57.JPG,bison
14475,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-24-54.JPG,bison
14476,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-25-01.JPG,bison
14477,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-25-22.JPG,bison
14478,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-25-29.JPG,bison
14479,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-25-46.JPG,bison
14480,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-25-58.JPG,bison
14481,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-26-07.JPG,bison
14482,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-26-44.JPG,bison
14483,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-27-34.JPG,bison
14484,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-27-53.JPG,bison
14485,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-28-01.JPG,bison
14486,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-28-25.JPG,bison
14487,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-28-36.JPG,bison
14488,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-28-46.JPG,bison
14489,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-28-57.JPG,bison
14490,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-29-09.JPG,bison
14491,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-29-17.JPG,bison
14492,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-29-24.JPG,bison
14493,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-29-58.JPG,bison
14494,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-30-05.JPG,bison
14495,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-30-13.JPG,bison
14496,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-30-20.JPG,bison
14497,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-31-13.JPG,bison
14498,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-33-09.JPG,bison
14499,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-36-45.JPG,bison
14500,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-37-57.JPG,bison
14501,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-38-18.JPG,bison
14502,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-38-59.JPG,bison
14503,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-39-56.JPG,bison
14504,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-40-08.JPG,bison
14505,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-40-25.JPG,bison
14506,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-40-57.JPG,bison
14507,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-41-43.JPG,bison
14508,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-42-04.JPG,bison
14509,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-44-09.JPG,bison
14510,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-44-43.JPG,bison
14511,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-45-01.JPG,bison
14512,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-45-19.JPG,bison
14513,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-45-28.JPG,bison
14514,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-45-36.JPG,bison
14515,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-45-43.JPG,bison
14516,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-46-00.JPG,bison
14517,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-46-10.JPG,bison
14518,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-46-18.JPG,bison
14519,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-46-26.JPG,bison
14520,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-46-33.JPG,bison
14521,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-46-58.JPG,bison
14522,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-47-07.JPG,bison
14523,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-47-15.JPG,bison
14524,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-48-06.JPG,bison
14525,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-48-18.JPG,bison
14526,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-48-51.JPG,bison
14527,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-51-18.JPG,bison
14528,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-51-28.JPG,bison
14529,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-51-56.JPG,bison
14530,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-52-05.JPG,bison
14531,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-52-12.JPG,bison
14532,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-52-21.JPG,bison
14533,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-52-38.JPG,bison
14534,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-52-46.JPG,bison
14535,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-53-00.JPG,bison
14536,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-53-29.JPG,bison
14537,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-53-40.JPG,bison
14538,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-53-50.JPG,bison
14539,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-54-08.JPG,bison
14540,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-54-20.JPG,bison
14541,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-54-29.JPG,bison
14542,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-54-37.JPG,bison
14543,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-54-46.JPG,bison
14544,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-54-57.JPG,bison
14545,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-55-06.JPG,bison
14546,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-55-14.JPG,bison
14547,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-55-23.JPG,bison
14548,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-55-31.JPG,bison
14549,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-55-39.JPG,bison
14550,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-55-49.JPG,bison
14551,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-55-56.JPG,bison
14552,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-56-04.JPG,bison
14553,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-56-14.JPG,bison
14554,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-56-22.JPG,bison
14555,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-56-30.JPG,bison
14556,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-56-41.JPG,bison
14557,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-56-48.JPG,bison
14558,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-58-33.JPG,bison
14559,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-58-49.JPG,bison
14560,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 04-59-36.JPG,bison
14561,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-00-36.JPG,bison
14562,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-16-42.JPG,bison
14563,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-16-50.JPG,bison
14564,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-16-58.JPG,bison
14565,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-17-06.JPG,bison
14566,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-17-14.JPG,bison
14567,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-17-21.JPG,bison
14568,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-17-29.JPG,bison
14569,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-28-53.JPG,bison
14570,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-30-41.JPG,bison
14571,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-33-05.JPG,bison
14572,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-40-09.JPG,bison
14573,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-40-25.JPG,bison
14574,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-40-32.JPG,bison
14575,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-40-52.JPG,bison
14576,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-40-59.JPG,bison
14577,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-41-22.JPG,bison
14578,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-41-28.JPG,bison
14579,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 05-44-44.JPG,bison
14580,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 08-10-08.JPG,red deer
14581,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-24 08-23-27.JPG,red deer
14582,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-27 08-57-00.JPG,red deer
14583,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-27 08-57-10.JPG,red deer
14584,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-27 22-07-58.JPG,badger
14585,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-28 07-29-21.JPG,squirrel
14586,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-29 07-11-26.JPG,squirrel
14587,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-30 15-22-11.JPG,moose
14588,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-30 15-22-18.JPG,moose
14589,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-30 15-22-25.JPG,moose
14590,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-30 15-22-32.JPG,moose
14591,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-30 15-22-39.JPG,moose
14592,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-30 15-22-47.JPG,moose
14593,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-30 15-22-57.JPG,moose
14594,../pictures/24_BRASZCZA/B/Wiosna/2/2023-04-30 15-23-07.JPG,moose
14595,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-02 18-26-14.JPG,bison
14596,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-02 18-26-21.JPG,bison
14597,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-02 18-26-40.JPG,bison
14598,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-02 18-26-53.JPG,bison
14599,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-34-34.JPG,bison
14600,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-34-41.JPG,bison
14601,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-34-50.JPG,bison
14602,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-34-56.JPG,bison
14603,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-35-08.JPG,bison
14604,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-35-17.JPG,bison
14605,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-35-27.JPG,bison
14606,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-35-48.JPG,bison
14607,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-36-03.JPG,bison
14608,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-36-10.JPG,bison
14609,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-36-20.JPG,bison
14610,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-36-27.JPG,bison
14611,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-36-37.JPG,bison
14612,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-36-44.JPG,bison
14613,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-36-51.JPG,bison
14614,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-36-58.JPG,bison
14615,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-37-05.JPG,bison
14616,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-37-14.JPG,bison
14617,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-37-22.JPG,bison
14618,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-37-29.JPG,bison
14619,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-37-36.JPG,bison
14620,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-37-44.JPG,bison
14621,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-37-52.JPG,bison
14622,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-38-02.JPG,bison
14623,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-38-26.JPG,bison
14624,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-38-33.JPG,bison
14625,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-38-41.JPG,bison
14626,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-38-48.JPG,bison
14627,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-39-16.JPG,bison
14628,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-40-12.JPG,bison
14629,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-40-21.JPG,bison
14630,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-40-56.JPG,bison
14631,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-41-12.JPG,bison
14632,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-41-20.JPG,bison
14633,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-41-30.JPG,bison
14634,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-41-51.JPG,bison
14635,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-42-25.JPG,bison
14636,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-42-34.JPG,bison
14637,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-42-41.JPG,bison
14638,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-42-48.JPG,bison
14639,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-42-58.JPG,bison
14640,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-43-05.JPG,bison
14641,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-43-14.JPG,bison
14642,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-43-29.JPG,bison
14643,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-43-46.JPG,bison
14644,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-43-55.JPG,bison
14645,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-44-09.JPG,bison
14646,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-44-19.JPG,bison
14647,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-44-31.JPG,bison
14648,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-44-45.JPG,bison
14649,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-45-05.JPG,bison
14650,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-45-12.JPG,bison
14651,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-45-25.JPG,bison
14652,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-45-54.JPG,bison
14653,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-46-07.JPG,bison
14654,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-46-20.JPG,bison
14655,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-47-02.JPG,bison
14656,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-47-11.JPG,bison
14657,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-47-22.JPG,bison
14658,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-48-04.JPG,bison
14659,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-48-57.JPG,bison
14660,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-49-04.JPG,bison
14661,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-50-09.JPG,bison
14662,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-55-48.JPG,bison
14663,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-55-56.JPG,bison
14664,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-56-29.JPG,bison
14665,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-56-51.JPG,bison
14666,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 07-57-02.JPG,bison
14667,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-02-01.JPG,bison
14668,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-02-15.JPG,bison
14669,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-02-22.JPG,bison
14670,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-02-29.JPG,bison
14671,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-02-36.JPG,bison
14672,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-02-43.JPG,bison
14673,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-02-51.JPG,bison
14674,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-02-59.JPG,bison
14675,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-03-06.JPG,bison
14676,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-03-12.JPG,bison
14677,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-03-21.JPG,bison
14678,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-03-28.JPG,bison
14679,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-03-36.JPG,bison
14680,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-03-50.JPG,bison
14681,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-03-56.JPG,bison
14682,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-04-03.JPG,bison
14683,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-04-15.JPG,bison
14684,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-04-21.JPG,bison
14685,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-04-29.JPG,bison
14686,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-05-19.JPG,bison
14687,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-05-29.JPG,bison
14688,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-05-55.JPG,bison
14689,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-07-27.JPG,bison
14690,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 08-07-36.JPG,bison
14691,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-04 16-47-07.JPG,other
14692,../pictures/24_BRASZCZA/B/Wiosna/2/2023-05-08 11-37-47.JPG,empty
